"scenario_id","technology","country","admin_level","admin1","admin2","admin_unit","survey_n","eligible_population","target_percent","deadline_months","sigma","delta","sigma_source","delta_source","sigma_parameter_level","delta_parameter_level","minimum_TOT","TOT_per_1000","adoption_at_deadline_percent","earliest_safe_withdrawal_month","adoption_at_withdrawal_percent","minimum_post_adoption_percent","adoption_1y_after_percent","adoption_3y_after_percent","adoption_5y_after_percent","target_maintained_after_withdrawal","status"
"PPT_00001","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,10,12,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",162,16.2,10.0385763848589,12,10.038576826248,10.038576826248,21.9695080948999,33.7090633607424,38.5915175734208,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00002","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,10,24,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",40,4,10.1392436676024,24,10.139243760586,10.139243760586,16.5071351866102,24.1110924813931,28.9955798329877,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00003","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,10,36,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",19,1.9,10.1753997059657,36,10.1753998515286,10.1753998515286,14.5238201287672,20.4215231264983,24.9630435610398,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00004","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,10,48,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",12,1.2,10.6533785662326,48,10.6533786385381,10.6533786385381,14.1319065520018,19.2776637554735,23.6072732575563,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00005","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,10,60,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",8,0.8,10.563715408472,60,10.5637171671893,10.5637171671893,13.4311166513306,18.0201501150348,22.1738271394268,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00006","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,20,12,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00007","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,20,24,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",103,10.3,20.0585765871141,24,20.0585765733728,20.0585765733728,30.1723451576483,39.57737937268,42.7593775740148,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00008","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,20,36,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",46,4.6,20.241182920627,36,20.2411816838442,20.2411816838442,27.2940913898659,34.8175342264275,38.4241397906657,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00009","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,20,48,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",27,2.7,20.2901213841794,48,20.2901194121465,20.2901194121465,25.7087181159411,32.1432481219245,35.8710981323625,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00010","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,20,60,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",18,1.8,20.2556495887912,60,20.2556476267236,20.2556476267236,24.6978117168518,30.4526330835402,34.2157401344235,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00011","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,30,12,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00012","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,30,24,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",243,24.3,30.0050052917755,24,30.0050001769819,30.0050001769819,41.0112348745377,48.9922926620916,49.4962244187619,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00013","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,30,36,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",89,8.9,30.0002284574929,36,30.0002282514214,30.0002282514214,38.0836759524122,44.7089255922699,46.0104349303923,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00014","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,30,48,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",50,5,30.0998593939594,48,30.0998590308765,30.0998590308765,36.307163004512,41.9469377690231,43.6446041051386,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00015","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,30,60,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",33,3.3,30.1573382635039,60,30.1573326698045,30.1573326698045,35.1784672643323,40.1536344647569,42.0593291817254,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00016","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,40,12,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00017","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,40,24,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00018","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,40,36,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",192,19.2,40.0331830223465,36,40.033183017699,40.033183017699,47.3135654988159,51.3666656583817,50.2484501016141,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00019","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,40,48,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",93,9.3,40.0185667838566,48,40.0185594603485,40.0185594603485,45.7222914184261,49.1100096936105,48.445503438074,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00020","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,40,60,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",59,5.9,40.0918368750837,60,40.0918334054304,40.0918334054304,44.6119127037409,47.4435452970143,47.0662614029327,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00021","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,50,12,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00022","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,50,24,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00023","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,50,36,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00024","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,50,48,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",245,24.5,50.008841771443,48,50.0088069586467,50.0088069586467,53.7204421892114,53.816680114174,50.9890040905417,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00025","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,50,60,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",127,12.7,50.05293180205,,,,,,,FALSE,"Target achieved; continued support required within tested horizon"
"PPT_00026","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,60,12,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00027","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,60,24,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00028","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,60,36,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00029","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,60,48,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00030","Push-Pull","Kenya","Admin1","Homabay",,"Homabay",48,10000,60,60,0.306666666666667,0.0758500435919791,"Kenya / Homabay","Transferred Uganda survey estimate","Admin1","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00031","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,10,12,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",99,9.9,10.0160067340306,12,10.0160082986827,10.0160082986827,21.9241905939809,33.4415201630431,39.3981937907658,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00032","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,10,24,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",27,2.7,10.1847378765821,24,10.1847388322435,10.1847388322435,16.4749571088453,24.3389323689881,30.4138532114002,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00033","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,10,36,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",13,1.3,10.0892663775539,36,10.0892664503972,10.0892664503972,14.415840534998,20.7870255314581,26.5623079300683,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00034","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,10,48,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",8,0.8,10.2582783307957,48,10.2582830375149,10.2582830375149,13.7308260598898,19.4340298864813,25.0173745918736,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00035","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,10,60,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",6,0.6,11.305177427125,60,11.3051835752212,11.3051835752212,14.5063586789574,20.0904201792343,25.665032467026,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00036","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,20,12,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",278,27.8,20.0042525231287,12,20.004251568411,20.004251568411,38.6328633668238,51.4793017091611,53.2113629272469,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00037","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,20,24,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",63,6.3,20.0387701714719,24,20.0387685884169,20.0387685884169,30.4149370251956,40.2061519480953,44.5340571716105,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00038","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,20,36,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",30,3,20.176696362149,36,20.1766962668727,20.1766962668727,27.389502844359,35.6041348862725,40.5317244105834,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00039","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,20,48,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",18,1.8,20.1958458374409,48,20.1958458172348,20.1958458172348,25.8407202162989,33.1866732947272,38.3136149281498,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00040","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,20,60,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",12,1.2,20.0727809742324,60,20.0727810531144,20.0727810531144,24.8083515607821,31.624670582424,36.8450519706799,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00041","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,30,12,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00042","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,30,24,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",120,12,30.1355523667194,24,30.1355399078074,30.1355399078074,42.5954223856431,51.1841998704425,52.2345919345916,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00043","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,30,36,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",54,5.4,30.3203089873629,36,30.3203089456355,30.3203089456355,39.0073166240247,46.3501698990825,48.6126601359923,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00044","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,30,48,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",32,3.2,30.3843774836774,48,30.3843683740117,30.3843683740117,37.0800707554156,43.650660055279,46.4653714261075,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00045","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,30,60,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",22,2.2,30.852920428832,60,30.8529156322547,30.8529156322547,36.3875061475936,42.3871075581951,45.3799269840278,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00046","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,40,12,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00047","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,40,24,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",231,23.1,40.0375505259119,24,40.0375424065358,40.0375424065358,52.2221724769689,57.9200370585157,56.0777422760347,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00048","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,40,36,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",90,9,40.0039310154714,36,40.0039159868574,40.0039159868574,48.7180339825962,53.6817191447835,53.1829634060196,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00049","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,40,48,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",52,5.2,40.1292997359341,48,40.1292991436188,40.1292991436188,46.7133570317629,51.0644339774096,51.2748311956525,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00050","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,40,60,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",35,3.5,40.2719775416424,60,40.2719646862283,40.2719646862283,45.5327965190532,49.4317643555187,50.0276137245079,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00051","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,50,12,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00052","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,50,24,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00053","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,50,36,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",166,16.6,50.0119330634042,36,50.0118884065294,50.0118884065294,57.1672187944791,58.7187103473981,55.7556140131391,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00054","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,50,48,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",88,8.8,50.0072917615282,48,50.0072881928629,50.0072881928629,55.2888617822764,56.4522921023717,54.1881526406384,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00055","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,50,60,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",58,5.8,50.0237440289342,60,50.0237438747377,50.0237438747377,54.0034683032977,54.8366484216511,53.0225629975849,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00056","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,60,12,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00057","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,60,24,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00058","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,60,36,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00059","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,60,48,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",199,19.9,60.0365033937727,,,,,,,FALSE,"Target achieved; continued support required within tested horizon"
"PPT_00060","Push-Pull","Kenya","Admin1","Kisumu",,"Kisumu",61,10000,60,60,0.462745098039216,0.0758500435919791,"Kenya / Kisumu","Transferred Uganda survey estimate","Country","Transferred",121,12.1,60.0713709767763,,,,,,,FALSE,"Target achieved; continued support required within tested horizon"
"PPT_00061","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,10,12,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",58,5.8,10.1266214340803,12,10.126622543275,10.126622543275,21.2437153595118,32.210380157748,40.0109094374384,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00062","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,10,24,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",17,1.7,10.1366931155792,24,10.1366937357094,10.1366937357094,16.0461997290431,24.2876682296799,32.2061978588806,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00063","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,10,36,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",9,0.9,10.6400328604916,36,10.6400343531199,10.6400343531199,15.1107939616122,22.5387891871727,30.2986219012634,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00064","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,10,48,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",6,0.6,11.5725936407798,48,11.5725980982633,11.5725980982633,15.541212027756,22.7960279795508,30.5329247022476,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00065","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,10,60,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",4,0.4,11.5909149638768,60,11.5909207273679,11.5909207273679,15.1189096256065,22.0918904506569,29.7541353114005,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00066","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,20,12,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",137,13.7,20.0770283950281,12,20.0770285775816,20.0770285775816,38.6193296883207,50.5238598567438,53.8877393660721,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00067","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,20,24,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",38,3.8,20.1627737875549,24,20.1627738068535,20.1627738068535,30.1511049322691,40.3052438001988,46.5061238476832,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00068","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,20,36,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",19,1.9,20.2385840244248,36,20.238584536673,20.238584536673,27.4136958697544,36.6304467199462,43.4742635243965,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00069","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,20,48,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",12,1.2,20.8552085985528,48,20.8552107666071,20.8552107666071,26.8249760736676,35.547787106503,42.4993488931987,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00070","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,20,60,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",8,0.8,20.7863800196991,60,20.7863816175219,20.7863816175219,26.0102478683707,34.4284021598032,41.5073994382243,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00071","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,30,12,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",261,26.1,30.0388718127817,12,30.0388707380821,30.0388707380821,52.4909996270488,61.3941601751987,59.9286736103199,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00072","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,30,24,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",65,6.5,30.0456828395792,24,30.0456662283685,30.0456662283685,42.4155409161311,51.2030549757089,53.9039551176414,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00073","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,30,36,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",32,3.2,30.0930077380435,36,30.0929992744322,30.0929992744322,38.8098016591403,47.0777766728084,51.0793446992416,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00074","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,30,48,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",20,2,30.6198062302605,48,30.6198062302548,30.6198062302548,37.6303120134228,45.4463864759729,49.8517337355114,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00075","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,30,60,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",14,1.4,31.4045755344722,60,31.4045687434858,31.4045687434858,37.4525700552368,44.8882575095863,49.368426959443,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00076","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,40,12,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00077","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,40,24,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",104,10.4,40.1788672422036,24,40.1788496593958,40.1788496593958,53.31732467546,58.9350261573746,58.1158656604942,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00078","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,40,36,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",50,5,40.2240916860716,36,40.2240655269238,40.2240655269238,49.2650277747546,54.8372827986449,55.6527451522867,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00079","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,40,48,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",31,3.1,40.585364302359,48,40.5853375469929,40.5853375469929,47.5763751972447,52.8804857834274,54.354896115665,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00080","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,40,60,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",21,2.1,40.4602518749467,60,40.4602449923596,40.4602449923596,46.2901405218255,51.4860715783824,53.4104914500297,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00081","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,50,12,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",,,,,,,,,,FALSE,"Target not achieved with <= 500 ToTs"
"PPT_00082","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,50,24,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",165,16.5,50.0237258892427,24,50.0237038033698,50.0237038033698,62.1959207001015,63.93739442023,60.3280873268853,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00083","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,50,36,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",76,7.6,50.1369076994686,36,50.1368850128952,50.1368850128952,58.2460714188704,60.2412778099025,58.2646327563975,TRUE,"Target achieved; safe withdrawal identified"
"PPT_00084","Push-Pull","Kenya","Admin1","Siaya",,"Siaya",63,10000,50,48,0.802547770700637,0.0758500435919791,"Kenya / Siaya","Transferred Uganda survey estimate","Country","Transferred",47,4.7,50.4411490965458,48,50.4411203921192,50.4411203921192,56.3407815947511,58.2266877660518,57.0185925406872,TRUE,"Target achieved; safe withdrawal identified"
